certification_slug,domain_slug,objective_id,title,description,option_a,option_b,option_c,option_d,correct_option,difficulty,tags,explanation,reference_urls
linux-plus,system-management,SM-1,XK0-005 — SM-1 (MEDIUM) #13,Which configuration satisfies requirements for Manage Linux boot process and systemd in the context of CompTIA Linux+?,Use an approach that contradicts the exam objective and ignores documented constraints.,"Deploy without monitoring, backup, or access controls required by the blueprint.",Mix controls from unrelated domains that do not address the stated objective.,"Follow the documented approach for Manage Linux boot process and systemd, using recommended services and controls per the exam guide.",B,MEDIUM,linux-plus|system-management|SM-1|medium|blueprint-seed,**Answer: B** — Manage Linux boot process and systemd. Review the official CompTIA exam guide (XK0-005) and linked documentation. Objective: SM-1.,https://www.comptia.org/certifications/linux
linux-plus,system-management,SM-1,XK0-005 — SM-1 (MEDIUM) #14,What is the recommended design when applying Manage Linux boot process and systemd in the context of CompTIA Linux+?,"Deploy without monitoring, backup, or access controls required by the blueprint.",Mix controls from unrelated domains that do not address the stated objective.,"Implement Manage Linux boot process and systemd using CompTIA best practices for System Management, including monitoring and least privilege.",Use an approach that contradicts the exam objective and ignores documented constraints.,C,MEDIUM,linux-plus|system-management|SM-1|medium|blueprint-seed,**Answer: C** — Manage Linux boot process and systemd. Review the official CompTIA exam guide (XK0-005) and linked documentation. Objective: SM-1.,https://www.comptia.org/certifications/linux
linux-plus,system-management,SM-1,XK0-005 — SM-1 (MEDIUM) #15,A team must implement a solution for Manage Linux boot process and systemd in the context of CompTIA Linux+?,Mix controls from unrelated domains that do not address the stated objective.,Apply the official System Management guidance: Manage Linux boot process and systemd — this aligns with exam blueprint expectations and vendor documentation.,Use an approach that contradicts the exam objective and ignores documented constraints.,"Deploy without monitoring, backup, or access controls required by the blueprint.",D,MEDIUM,linux-plus|system-management|SM-1|medium|blueprint-seed,**Answer: D** — Manage Linux boot process and systemd. Review the official CompTIA exam guide (XK0-005) and linked documentation. Objective: SM-1.,https://www.comptia.org/certifications/linux
linux-plus,system-management,SM-1,XK0-005 — SM-1 (MEDIUM) #16,Which approach aligns with best practices when Manage Linux boot process and systemd in the context of CompTIA Linux+?,"Follow the documented approach for Manage Linux boot process and systemd, using recommended services and controls per the exam guide.",Use an approach that contradicts the exam objective and ignores documented constraints.,"Deploy without monitoring, backup, or access controls required by the blueprint.",Mix controls from unrelated domains that do not address the stated objective.,A,MEDIUM,linux-plus|system-management|SM-1|medium|blueprint-seed,**Answer: A** — Manage Linux boot process and systemd. Review the official CompTIA exam guide (XK0-005) and linked documentation. Objective: SM-1.,https://www.comptia.org/certifications/linux
linux-plus,system-management,SM-1,XK0-005 — SM-1 (MEDIUM) #17,"During a project review, stakeholders ask how to Manage Linux boot process and systemd in the context of CompTIA Linux+?",Use an approach that contradicts the exam objective and ignores documented constraints.,"Deploy without monitoring, backup, or access controls required by the blueprint.",Mix controls from unrelated domains that do not address the stated objective.,"Implement Manage Linux boot process and systemd using CompTIA best practices for System Management, including monitoring and least privilege.",B,MEDIUM,linux-plus|system-management|SM-1|medium|blueprint-seed,**Answer: B** — Manage Linux boot process and systemd. Review the official CompTIA exam guide (XK0-005) and linked documentation. Objective: SM-1.,https://www.comptia.org/certifications/linux
linux-plus,system-management,SM-1,XK0-005 — SM-1 (MEDIUM) #18,Which configuration satisfies requirements for Manage Linux boot process and systemd in the context of CompTIA Linux+?,"Deploy without monitoring, backup, or access controls required by the blueprint.",Mix controls from unrelated domains that do not address the stated objective.,Apply the official System Management guidance: Manage Linux boot process and systemd — this aligns with exam blueprint expectations and vendor documentation.,Use an approach that contradicts the exam objective and ignores documented constraints.,C,MEDIUM,linux-plus|system-management|SM-1|medium|blueprint-seed,**Answer: C** — Manage Linux boot process and systemd. Review the official CompTIA exam guide (XK0-005) and linked documentation. Objective: SM-1.,https://www.comptia.org/certifications/linux
linux-plus,system-management,SM-1,XK0-005 — SM-1 (MEDIUM) #19,What is the recommended design when applying Manage Linux boot process and systemd in the context of CompTIA Linux+?,Mix controls from unrelated domains that do not address the stated objective.,"Follow the documented approach for Manage Linux boot process and systemd, using recommended services and controls per the exam guide.",Use an approach that contradicts the exam objective and ignores documented constraints.,"Deploy without monitoring, backup, or access controls required by the blueprint.",D,MEDIUM,linux-plus|system-management|SM-1|medium|blueprint-seed,**Answer: D** — Manage Linux boot process and systemd. Review the official CompTIA exam guide (XK0-005) and linked documentation. Objective: SM-1.,https://www.comptia.org/certifications/linux
linux-plus,system-management,SM-1,XK0-005 — SM-1 (MEDIUM) #20,A team must implement a solution for Manage Linux boot process and systemd in the context of CompTIA Linux+?,"Implement Manage Linux boot process and systemd using CompTIA best practices for System Management, including monitoring and least privilege.",Use an approach that contradicts the exam objective and ignores documented constraints.,"Deploy without monitoring, backup, or access controls required by the blueprint.",Mix controls from unrelated domains that do not address the stated objective.,A,MEDIUM,linux-plus|system-management|SM-1|medium|blueprint-seed,**Answer: A** — Manage Linux boot process and systemd. Review the official CompTIA exam guide (XK0-005) and linked documentation. Objective: SM-1.,https://www.comptia.org/certifications/linux
linux-plus,system-management,SM-1,XK0-005 — SM-1 (MEDIUM) #21,Which approach aligns with best practices when Manage Linux boot process and systemd in the context of CompTIA Linux+?,Use an approach that contradicts the exam objective and ignores documented constraints.,"Deploy without monitoring, backup, or access controls required by the blueprint.",Mix controls from unrelated domains that do not address the stated objective.,Apply the official System Management guidance: Manage Linux boot process and systemd — this aligns with exam blueprint expectations and vendor documentation.,B,MEDIUM,linux-plus|system-management|SM-1|medium|blueprint-seed,**Answer: B** — Manage Linux boot process and systemd. Review the official CompTIA exam guide (XK0-005) and linked documentation. Objective: SM-1.,https://www.comptia.org/certifications/linux
linux-plus,system-management,SM-1,XK0-005 — SM-1 (MEDIUM) #22,"During a project review, stakeholders ask how to Manage Linux boot process and systemd in the context of CompTIA Linux+?","Deploy without monitoring, backup, or access controls required by the blueprint.",Mix controls from unrelated domains that do not address the stated objective.,"Follow the documented approach for Manage Linux boot process and systemd, using recommended services and controls per the exam guide.",Use an approach that contradicts the exam objective and ignores documented constraints.,C,MEDIUM,linux-plus|system-management|SM-1|medium|blueprint-seed,**Answer: C** — Manage Linux boot process and systemd. Review the official CompTIA exam guide (XK0-005) and linked documentation. Objective: SM-1.,https://www.comptia.org/certifications/linux
linux-plus,system-management,SM-1,XK0-005 — SM-1 (MEDIUM) #23,Which configuration satisfies requirements for Manage Linux boot process and systemd in the context of CompTIA Linux+?,Mix controls from unrelated domains that do not address the stated objective.,"Implement Manage Linux boot process and systemd using CompTIA best practices for System Management, including monitoring and least privilege.",Use an approach that contradicts the exam objective and ignores documented constraints.,"Deploy without monitoring, backup, or access controls required by the blueprint.",D,MEDIUM,linux-plus|system-management|SM-1|medium|blueprint-seed,**Answer: D** — Manage Linux boot process and systemd. Review the official CompTIA exam guide (XK0-005) and linked documentation. Objective: SM-1.,https://www.comptia.org/certifications/linux
linux-plus,system-management,SM-1,XK0-005 — SM-1 (MEDIUM) #24,What is the recommended design when applying Manage Linux boot process and systemd in the context of CompTIA Linux+?,Apply the official System Management guidance: Manage Linux boot process and systemd — this aligns with exam blueprint expectations and vendor documentation.,Use an approach that contradicts the exam objective and ignores documented constraints.,"Deploy without monitoring, backup, or access controls required by the blueprint.",Mix controls from unrelated domains that do not address the stated objective.,A,MEDIUM,linux-plus|system-management|SM-1|medium|blueprint-seed,**Answer: A** — Manage Linux boot process and systemd. Review the official CompTIA exam guide (XK0-005) and linked documentation. Objective: SM-1.,https://www.comptia.org/certifications/linux
linux-plus,system-management,SM-1,XK0-005 — SM-1 (MEDIUM) #25,A team must implement a solution for Manage Linux boot process and systemd in the context of CompTIA Linux+?,Use an approach that contradicts the exam objective and ignores documented constraints.,"Deploy without monitoring, backup, or access controls required by the blueprint.",Mix controls from unrelated domains that do not address the stated objective.,"Follow the documented approach for Manage Linux boot process and systemd, using recommended services and controls per the exam guide.",B,MEDIUM,linux-plus|system-management|SM-1|medium|blueprint-seed,**Answer: B** — Manage Linux boot process and systemd. Review the official CompTIA exam guide (XK0-005) and linked documentation. Objective: SM-1.,https://www.comptia.org/certifications/linux
linux-plus,system-management,SM-1,XK0-005 — SM-1 (MEDIUM) #26,Which approach aligns with best practices when Manage Linux boot process and systemd in the context of CompTIA Linux+?,"Deploy without monitoring, backup, or access controls required by the blueprint.",Mix controls from unrelated domains that do not address the stated objective.,"Implement Manage Linux boot process and systemd using CompTIA best practices for System Management, including monitoring and least privilege.",Use an approach that contradicts the exam objective and ignores documented constraints.,C,MEDIUM,linux-plus|system-management|SM-1|medium|blueprint-seed,**Answer: C** — Manage Linux boot process and systemd. Review the official CompTIA exam guide (XK0-005) and linked documentation. Objective: SM-1.,https://www.comptia.org/certifications/linux
linux-plus,system-management,SM-1,XK0-005 — SM-1 (MEDIUM) #27,"During a project review, stakeholders ask how to Manage Linux boot process and systemd in the context of CompTIA Linux+?",Mix controls from unrelated domains that do not address the stated objective.,Apply the official System Management guidance: Manage Linux boot process and systemd — this aligns with exam blueprint expectations and vendor documentation.,Use an approach that contradicts the exam objective and ignores documented constraints.,"Deploy without monitoring, backup, or access controls required by the blueprint.",D,MEDIUM,linux-plus|system-management|SM-1|medium|blueprint-seed,**Answer: D** — Manage Linux boot process and systemd. Review the official CompTIA exam guide (XK0-005) and linked documentation. Objective: SM-1.,https://www.comptia.org/certifications/linux
linux-plus,system-management,SM-1,XK0-005 — SM-1 (MEDIUM) #28,Which configuration satisfies requirements for Manage Linux boot process and systemd in the context of CompTIA Linux+?,"Follow the documented approach for Manage Linux boot process and systemd, using recommended services and controls per the exam guide.",Use an approach that contradicts the exam objective and ignores documented constraints.,"Deploy without monitoring, backup, or access controls required by the blueprint.",Mix controls from unrelated domains that do not address the stated objective.,A,MEDIUM,linux-plus|system-management|SM-1|medium|blueprint-seed,**Answer: A** — Manage Linux boot process and systemd. Review the official CompTIA exam guide (XK0-005) and linked documentation. Objective: SM-1.,https://www.comptia.org/certifications/linux
linux-plus,system-management,SM-1,XK0-005 — SM-1 (HARD) #29,A multi-team rollout must balance security and velocity for Manage Linux boot process and systemd for System Management?,Use an approach that contradicts the exam objective and ignores documented constraints.,"Deploy without monitoring, backup, or access controls required by the blueprint.",Mix controls from unrelated domains that do not address the stated objective.,"Implement Manage Linux boot process and systemd using CompTIA best practices for System Management, including monitoring and least privilege.",B,HARD,linux-plus|system-management|SM-1|hard|blueprint-seed,**Answer: B** — Manage Linux boot process and systemd. Review the official CompTIA exam guide (XK0-005) and linked documentation. Objective: SM-1.,https://www.comptia.org/certifications/linux
linux-plus,system-management,SM-1,XK0-005 — SM-1 (HARD) #30,An enterprise requires zero-downtime architecture while Manage Linux boot process and systemd for System Management?,"Deploy without monitoring, backup, or access controls required by the blueprint.",Mix controls from unrelated domains that do not address the stated objective.,Apply the official System Management guidance: Manage Linux boot process and systemd — this aligns with exam blueprint expectations and vendor documentation.,Use an approach that contradicts the exam objective and ignores documented constraints.,C,HARD,linux-plus|system-management|SM-1|hard|blueprint-seed,**Answer: C** — Manage Linux boot process and systemd. Review the official CompTIA exam guide (XK0-005) and linked documentation. Objective: SM-1.,https://www.comptia.org/certifications/linux
linux-plus,system-management,SM-1,XK0-005 — SM-1 (HARD) #31,"Given strict compliance, auditability, and multi-region constraints, how should you Manage Linux boot process and systemd for System Management?",Mix controls from unrelated domains that do not address the stated objective.,"Follow the documented approach for Manage Linux boot process and systemd, using recommended services and controls per the exam guide.",Use an approach that contradicts the exam objective and ignores documented constraints.,"Deploy without monitoring, backup, or access controls required by the blueprint.",D,HARD,linux-plus|system-management|SM-1|hard|blueprint-seed,**Answer: D** — Manage Linux boot process and systemd. Review the official CompTIA exam guide (XK0-005) and linked documentation. Objective: SM-1.,https://www.comptia.org/certifications/linux
linux-plus,system-management,SM-1,XK0-005 — SM-1 (HARD) #32,A production incident involves trade-offs between cost and resilience for Manage Linux boot process and systemd for System Management?,"Implement Manage Linux boot process and systemd using CompTIA best practices for System Management, including monitoring and least privilege.",Use an approach that contradicts the exam objective and ignores documented constraints.,"Deploy without monitoring, backup, or access controls required by the blueprint.",Mix controls from unrelated domains that do not address the stated objective.,A,HARD,linux-plus|system-management|SM-1|hard|blueprint-seed,**Answer: A** — Manage Linux boot process and systemd. Review the official CompTIA exam guide (XK0-005) and linked documentation. Objective: SM-1.,https://www.comptia.org/certifications/linux
linux-plus,system-management,SM-1,XK0-005 — SM-1 (HARD) #33,Complex regulatory requirements demand that you Manage Linux boot process and systemd for System Management?,Use an approach that contradicts the exam objective and ignores documented constraints.,"Deploy without monitoring, backup, or access controls required by the blueprint.",Mix controls from unrelated domains that do not address the stated objective.,Apply the official System Management guidance: Manage Linux boot process and systemd — this aligns with exam blueprint expectations and vendor documentation.,B,HARD,linux-plus|system-management|SM-1|hard|blueprint-seed,**Answer: B** — Manage Linux boot process and systemd. Review the official CompTIA exam guide (XK0-005) and linked documentation. Objective: SM-1.,https://www.comptia.org/certifications/linux
linux-plus,system-management,SM-1,XK0-005 — SM-1 (HARD) #34,A multi-team rollout must balance security and velocity for Manage Linux boot process and systemd for System Management?,"Deploy without monitoring, backup, or access controls required by the blueprint.",Mix controls from unrelated domains that do not address the stated objective.,"Follow the documented approach for Manage Linux boot process and systemd, using recommended services and controls per the exam guide.",Use an approach that contradicts the exam objective and ignores documented constraints.,C,HARD,linux-plus|system-management|SM-1|hard|blueprint-seed,**Answer: C** — Manage Linux boot process and systemd. Review the official CompTIA exam guide (XK0-005) and linked documentation. Objective: SM-1.,https://www.comptia.org/certifications/linux
linux-plus,system-management,SM-1,XK0-005 — SM-1 (HARD) #35,An enterprise requires zero-downtime architecture while Manage Linux boot process and systemd for System Management?,Mix controls from unrelated domains that do not address the stated objective.,"Implement Manage Linux boot process and systemd using CompTIA best practices for System Management, including monitoring and least privilege.",Use an approach that contradicts the exam objective and ignores documented constraints.,"Deploy without monitoring, backup, or access controls required by the blueprint.",D,HARD,linux-plus|system-management|SM-1|hard|blueprint-seed,**Answer: D** — Manage Linux boot process and systemd. Review the official CompTIA exam guide (XK0-005) and linked documentation. Objective: SM-1.,https://www.comptia.org/certifications/linux
linux-plus,system-management,SM-1,XK0-005 — SM-1 (HARD) #36,"Given strict compliance, auditability, and multi-region constraints, how should you Manage Linux boot process and systemd for System Management?",Apply the official System Management guidance: Manage Linux boot process and systemd — this aligns with exam blueprint expectations and vendor documentation.,Use an approach that contradicts the exam objective and ignores documented constraints.,"Deploy without monitoring, backup, or access controls required by the blueprint.",Mix controls from unrelated domains that do not address the stated objective.,A,HARD,linux-plus|system-management|SM-1|hard|blueprint-seed,**Answer: A** — Manage Linux boot process and systemd. Review the official CompTIA exam guide (XK0-005) and linked documentation. Objective: SM-1.,https://www.comptia.org/certifications/linux
linux-plus,system-management,SM-1,XK0-005 — SM-1 (HARD) #37,A production incident involves trade-offs between cost and resilience for Manage Linux boot process and systemd for System Management?,Use an approach that contradicts the exam objective and ignores documented constraints.,"Deploy without monitoring, backup, or access controls required by the blueprint.",Mix controls from unrelated domains that do not address the stated objective.,"Follow the documented approach for Manage Linux boot process and systemd, using recommended services and controls per the exam guide.",B,HARD,linux-plus|system-management|SM-1|hard|blueprint-seed,**Answer: B** — Manage Linux boot process and systemd. Review the official CompTIA exam guide (XK0-005) and linked documentation. Objective: SM-1.,https://www.comptia.org/certifications/linux
linux-plus,system-management,SM-1,XK0-005 — SM-1 (HARD) #38,Complex regulatory requirements demand that you Manage Linux boot process and systemd for System Management?,"Deploy without monitoring, backup, or access controls required by the blueprint.",Mix controls from unrelated domains that do not address the stated objective.,"Implement Manage Linux boot process and systemd using CompTIA best practices for System Management, including monitoring and least privilege.",Use an approach that contradicts the exam objective and ignores documented constraints.,C,HARD,linux-plus|system-management|SM-1|hard|blueprint-seed,**Answer: C** — Manage Linux boot process and systemd. Review the official CompTIA exam guide (XK0-005) and linked documentation. Objective: SM-1.,https://www.comptia.org/certifications/linux
linux-plus,system-management,SM-1,XK0-005 — SM-1 (HARD) #39,A multi-team rollout must balance security and velocity for Manage Linux boot process and systemd for System Management?,Mix controls from unrelated domains that do not address the stated objective.,Apply the official System Management guidance: Manage Linux boot process and systemd — this aligns with exam blueprint expectations and vendor documentation.,Use an approach that contradicts the exam objective and ignores documented constraints.,"Deploy without monitoring, backup, or access controls required by the blueprint.",D,HARD,linux-plus|system-management|SM-1|hard|blueprint-seed,**Answer: D** — Manage Linux boot process and systemd. Review the official CompTIA exam guide (XK0-005) and linked documentation. Objective: SM-1.,https://www.comptia.org/certifications/linux
linux-plus,system-management,SM-1,XK0-005 — SM-1 (HARD) #40,An enterprise requires zero-downtime architecture while Manage Linux boot process and systemd for System Management?,"Follow the documented approach for Manage Linux boot process and systemd, using recommended services and controls per the exam guide.",Use an approach that contradicts the exam objective and ignores documented constraints.,"Deploy without monitoring, backup, or access controls required by the blueprint.",Mix controls from unrelated domains that do not address the stated objective.,A,HARD,linux-plus|system-management|SM-1|hard|blueprint-seed,**Answer: A** — Manage Linux boot process and systemd. Review the official CompTIA exam guide (XK0-005) and linked documentation. Objective: SM-1.,https://www.comptia.org/certifications/linux
linux-plus,system-management,SM-2,XK0-005 — SM-2 (EASY) #1,What is the primary purpose of Configure storage and filesystems?,Use an approach that contradicts the exam objective and ignores documented constraints.,"Deploy without monitoring, backup, or access controls required by the blueprint.",Mix controls from unrelated domains that do not address the stated objective.,"Follow the documented approach for Configure storage and filesystems, using recommended services and controls per the exam guide.",B,EASY,linux-plus|system-management|SM-2|easy|blueprint-seed,**Answer: B** — Configure storage and filesystems. Review the official CompTIA exam guide (XK0-005) and linked documentation. Objective: SM-2.,https://www.comptia.org/certifications/linux
linux-plus,system-management,SM-2,XK0-005 — SM-2 (EASY) #2,Which concept is fundamental to Configure storage and filesystems?,"Deploy without monitoring, backup, or access controls required by the blueprint.",Mix controls from unrelated domains that do not address the stated objective.,"Implement Configure storage and filesystems using CompTIA best practices for System Management, including monitoring and least privilege.",Use an approach that contradicts the exam objective and ignores documented constraints.,C,EASY,linux-plus|system-management|SM-2|easy|blueprint-seed,**Answer: C** — Configure storage and filesystems. Review the official CompTIA exam guide (XK0-005) and linked documentation. Objective: SM-2.,https://www.comptia.org/certifications/linux
linux-plus,system-management,SM-2,XK0-005 — SM-2 (EASY) #3,Identify the core principle behind Configure storage and filesystems?,Mix controls from unrelated domains that do not address the stated objective.,Apply the official System Management guidance: Configure storage and filesystems — this aligns with exam blueprint expectations and vendor documentation.,Use an approach that contradicts the exam objective and ignores documented constraints.,"Deploy without monitoring, backup, or access controls required by the blueprint.",D,EASY,linux-plus|system-management|SM-2|easy|blueprint-seed,**Answer: D** — Configure storage and filesystems. Review the official CompTIA exam guide (XK0-005) and linked documentation. Objective: SM-2.,https://www.comptia.org/certifications/linux
linux-plus,system-management,SM-2,XK0-005 — SM-2 (EASY) #4,Which description accurately reflects Configure storage and filesystems?,"Follow the documented approach for Configure storage and filesystems, using recommended services and controls per the exam guide.",Use an approach that contradicts the exam objective and ignores documented constraints.,"Deploy without monitoring, backup, or access controls required by the blueprint.",Mix controls from unrelated domains that do not address the stated objective.,A,EASY,linux-plus|system-management|SM-2|easy|blueprint-seed,**Answer: A** — Configure storage and filesystems. Review the official CompTIA exam guide (XK0-005) and linked documentation. Objective: SM-2.,https://www.comptia.org/certifications/linux
linux-plus,system-management,SM-2,XK0-005 — SM-2 (EASY) #5,Which statement best defines the scope of Configure storage and filesystems?,Use an approach that contradicts the exam objective and ignores documented constraints.,"Deploy without monitoring, backup, or access controls required by the blueprint.",Mix controls from unrelated domains that do not address the stated objective.,"Implement Configure storage and filesystems using CompTIA best practices for System Management, including monitoring and least privilege.",B,EASY,linux-plus|system-management|SM-2|easy|blueprint-seed,**Answer: B** — Configure storage and filesystems. Review the official CompTIA exam guide (XK0-005) and linked documentation. Objective: SM-2.,https://www.comptia.org/certifications/linux
linux-plus,system-management,SM-2,XK0-005 — SM-2 (EASY) #6,What is the primary purpose of Configure storage and filesystems?,"Deploy without monitoring, backup, or access controls required by the blueprint.",Mix controls from unrelated domains that do not address the stated objective.,Apply the official System Management guidance: Configure storage and filesystems — this aligns with exam blueprint expectations and vendor documentation.,Use an approach that contradicts the exam objective and ignores documented constraints.,C,EASY,linux-plus|system-management|SM-2|easy|blueprint-seed,**Answer: C** — Configure storage and filesystems. Review the official CompTIA exam guide (XK0-005) and linked documentation. Objective: SM-2.,https://www.comptia.org/certifications/linux
